EngineSize_L,Weight_kg,Horsepower,Mileage_km_per_l
2.38,1100,156,37.86
2.16,1324,110,37.94
3.05,1753,104,31.22
1.32,1445,99,40.0
2.2,1179,247,35.54
4.73,1260,136,30.42
4.32,1523,151,32.02
2.34,922,139,38.97
3.2,1788,60,32.19
3.7,1415,221,28.79
2.42,1553,85,37.72
1.16,1312,132,39.28
3.45,1365,152,34.51
4.22,1468,71,28.81
4.5,1524,123,30.34
1.49,1894,153,34.93
2.07,1554,237,36.52
1.66,1530,65,38.21
1.46,1340,178,37.09
1.01,1635,195,40.0
3.73,1289,81,33.3
4.34,1543,155,26.6
2.35,1426,198,36.36
4.62,1062,209,30.58
4.82,1606,82,26.96
3.1,1157,147,34.58
1.04,2142,243,35.9
1.66,1532,91,36.73
3.47,1553,194,30.05
3.08,899,208,36.01
3.01,1986,232,27.61
3.4,1081,79,35.36
3.66,800,125,33.68
2.18,1452,181,36.58
3.46,804,168,34.51
4.86,1439,60,27.97
1.66,1311,226,39.69
1.0,855,103,40.0
1.16,1294,86,38.92
1.61,1455,206,37.96
4.87,1772,120,24.84
3.61,1152,232,33.11
1.8,1735,131,36.01
4.44,1685,140,28.34
1.07,1285,125,40.0
1.87,1188,77,37.95
1.8,1081,176,39.24
2.05,1452,187,38.54
4.28,1226,178,29.49
3.06,1336,171,32.99
3.34,1534,202,30.16
3.71,1666,116,30.77
4.15,1445,197,28.88
2.57,1141,178,34.68
1.59,1132,135,40.0
3.69,1027,111,33.71
3.83,1783,126,28.76
4.27,1369,78,30.97
1.33,1703,176,38.06
4.05,1842,154,28.86
3.08,1025,139,34.62
1.9,1959,155,34.98
1.75,1674,218,37.64
2.73,1642,149,31.77
1.85,1636,193,35.67
3.67,1690,188,27.41
2.82,1429,110,33.51
2.5,1080,196,38.17
1.03,1431,158,38.86
2.78,926,162,39.05
4.0,1111,130,31.03
4.47,1083,61,30.58
2.91,1235,60,33.68
2.37,1274,74,37.74
3.21,824,159,37.75
2.43,1174,108,40.0
2.49,1411,91,36.42
1.12,941,143,40.0
3.67,1219,107,33.02
3.38,1501,192,31.53
3.86,823,199,34.96
2.7,1230,194,35.97
1.15,1418,169,39.56
2.71,1714,91,35.2
2.24,1867,149,36.02
1.64,1565,146,37.29
3.85,1924,163,28.2
4.56,2023,136,26.68
4.29,1542,160,30.67
4.71,1203,136,30.54
3.01,1330,199,34.09
1.94,1401,85,37.67
4.45,1583,146,27.78
1.1,898,147,40.0
1.99,1310,100,37.98
4.54,1488,105,27.84
3.58,1507,103,30.77
4.43,1399,174,27.22
3.96,1056,91,34.49
4.31,1390,85,31.92
2.35,1121,81,35.05
4.18,1060,140,32.01
1.12,1934,76,37.7
2.02,840,117,40.0
4.7,1419,159,27.61
3.96,1620,179,27.64
1.73,1684,236,33.97
3.57,1473,126,34.45
2.61,1376,174,37.72
4.61,1740,155,26.82
3.23,1405,119,35.07
1.01,1752,104,39.16
4.27,1770,155,26.11
4.54,1340,170,28.38
3.24,1781,125,29.98
4.7,1013,133,30.65
2.2,1650,211,35.46
4.11,830,224,32.98
4.3,1733,121,28.29
3.91,2122,155,25.03
1.2,1458,182,39.42
2.82,1478,138,35.67
3.51,1907,112,28.99
4.86,1374,152,25.3
4.34,800,179,30.75
4.56,1485,157,26.4
4.3,1132,143,32.2
2.64,1362,77,35.12
3.94,1076,154,32.96
4.26,1864,117,26.79
3.96,1548,159,31.77
2.37,1288,108,38.45
2.72,1581,119,34.49
1.61,1383,232,37.82
1.61,1867,153,36.51
2.13,1553,60,34.69
4.56,1836,205,25.73
1.54,1226,72,39.01
1.92,1466,98,40.0
4.87,1724,136,24.41
3.41,1470,194,31.97
3.84,800,154,35.85
1.36,1327,60,40.0
3.42,1106,163,34.27
2.53,1774,117,32.96
1.57,1613,127,36.1
2.6,1703,113,33.34
3.3,1151,92,36.93
3.86,1139,93,34.49
1.31,1011,178,40.0
2.33,1306,99,39.67
4.59,1373,77,33.09
4.86,1694,104,27.38
4.04,1317,134,30.38
3.35,1115,164,34.17
1.99,1688,156,35.35
4.55,1111,131,28.32
4.72,1753,97,26.75
4.92,2191,87,22.06
3.71,1256,187,31.02
4.35,800,167,33.07
4.89,1460,166,27.68
3.6,1524,153,29.68
3.43,1389,158,29.29
3.59,1679,144,30.31
3.2,1388,102,33.79
1.87,1098,229,40.0
2.84,1126,67,36.74
3.8,1270,73,33.4
3.9,1323,164,30.56
2.82,1256,156,34.05
4.78,1379,240,29.19
1.14,1058,155,39.7
3.96,1935,145,27.25
4.98,1264,191,30.87
4.57,1091,263,30.61
1.3,1482,170,39.67
4.39,1238,75,30.55
4.6,1294,246,27.13
1.74,1471,146,37.49
3.22,1442,149,31.48
2.71,1027,60,39.31
3.48,1599,103,30.83
4.87,1363,93,27.72
4.29,1234,116,34.11
2.66,1856,182,32.7
1.64,1557,60,36.35
1.31,1085,60,40.0
2.72,1228,216,34.64
2.33,1245,164,35.36
4.59,1675,133,26.18
3.13,1193,170,35.68
1.15,1222,125,40.0
2.73,1079,87,37.13
2.89,1628,75,31.51
3.34,1324,142,35.31
1.06,1090,143,39.73
2.52,807,97,38.55
2.45,1305,179,33.01
1.96,1157,178,38.94
2.6,1292,61,35.58
4.33,1739,196,27.73
2.72,1849,130,31.7
4.88,1113,112,30.2
4.03,1103,169,32.06
2.17,1405,119,35.17
2.42,1587,60,36.56
1.17,1649,111,38.89
1.05,1888,99,40.0
2.38,1437,123,33.17
3.3,1359,160,34.47
1.24,1249,95,40.0
2.24,1137,203,36.27
2.85,1528,143,34.29
3.73,2029,165,29.31
2.12,1421,112,38.8
3.74,2006,207,24.81
4.73,1780,182,26.03
1.34,800,73,40.0
4.85,1600,126,28.49
3.04,800,258,36.29
4.81,1619,225,26.33
4.75,1241,148,29.51
2.01,1424,198,36.91
4.46,1159,120,30.18
3.39,1573,191,29.41
4.92,2057,80,23.61
4.43,2144,64,25.53
2.97,1151,248,33.58
1.07,1378,169,39.33
2.94,1710,104,34.14
1.9,1454,176,37.15
1.33,1252,163,39.65
2.89,1695,60,33.81
4.43,1279,156,28.67
3.47,1518,178,31.14
3.39,1615,228,30.76
2.16,1474,119,35.39
2.84,1174,60,37.99
2.2,1406,96,36.61
2.32,1605,100,34.38
3.35,1322,115,32.26
2.97,1495,142,32.24
3.78,1591,151,28.57
2.56,1669,238,34.21
3.52,1377,60,33.65
4.78,1176,60,30.34
3.04,1521,118,32.83
4.67,1311,74,27.52
1.72,1071,115,40.0
2.0,966,60,39.19
4.0,1516,218,27.19
4.94,990,227,30.75
4.52,1819,138,26.65
4.17,1228,233,26.51
4.59,906,267,28.75
3.05,1872,133,32.49
4.09,1354,166,30.43
3.6,1454,69,31.2
2.6,1115,108,37.86
1.2,1750,208,35.16
3.78,1336,172,31.06
4.44,800,139,36.37
3.09,1315,159,36.96
1.46,1587,185,36.42
2.54,1163,201,36.15
2.47,963,128,39.22
3.43,1321,122,34.7
4.11,1988,148,26.07
2.92,1822,92,31.47
2.63,1785,120,32.42
4.55,1711,181,24.69
3.18,1349,161,31.73
2.1,1236,207,36.92
4.24,1482,118,28.6
2.04,1643,221,34.09
4.48,1030,113,32.51
3.62,1338,108,32.66
1.23,1820,67,37.16
4.1,1615,60,32.09
2.65,1697,171,34.29
1.48,800,143,40.0
2.85,1481,167,32.36
3.18,1434,136,33.48
4.25,1041,128,31.73
4.17,1521,155,28.38
2.37,1771,202,32.21
3.84,1316,177,31.48
3.08,1552,224,31.12
4.81,1272,169,27.61
4.95,1506,109,27.5
2.27,818,260,39.6
1.29,1158,211,40.0
1.29,1175,151,40.0
2.23,1331,172,38.38
3.14,1093,168,36.43
3.79,1620,85,30.16
4.52,1774,143,24.01
1.86,1545,146,36.43
4.26,1506,197,26.76
1.41,1445,129,38.25
1.23,1761,162,36.51
4.1,1040,230,32.12
2.27,800,152,38.06
3.42,1018,178,34.8
4.71,1218,178,29.47
2.35,1446,135,35.52
2.8,1635,146,33.59
2.27,1340,133,36.02
2.51,1158,78,35.66
3.81,1367,132,31.14
4.17,1682,96,28.1
4.64,1339,155,30.14
1.99,1237,199,37.99
2.93,1703,240,32.88
4.21,1989,118,26.21
4.94,1474,151,25.61
3.14,1155,115,36.81
2.93,1156,84,37.35
4.51,1889,145,27.21
4.24,1623,60,29.64
3.21,1528,178,31.87
1.59,1551,115,38.26
4.64,1279,116,29.89
2.36,1645,60,36.8
2.05,1726,87,36.89
3.34,1455,174,31.86
1.64,1275,155,39.14
4.9,1342,125,27.79
4.17,1385,147,28.83
1.96,1704,96,38.07
4.09,1678,60,31.84
4.91,1481,183,27.51
1.2,1514,184,38.88
1.48,1418,127,37.54
1.94,800,203,38.45
4.92,1203,78,27.46
2.58,1346,184,35.97
3.88,1431,104,33.37
2.92,830,116,38.55
2.86,1749,81,32.96
4.38,1090,190,29.06
1.95,1573,189,34.27
1.46,1303,126,40.0
3.79,1525,125,32.56
3.93,937,206,30.89
3.32,1225,146,35.44
3.63,1789,128,28.84
2.03,1234,60,37.65
3.04,972,203,34.7
4.58,1457,85,30.25
1.62,1380,161,36.88
1.45,1230,76,40.0
3.22,1635,162,31.64
3.71,1216,117,33.24
4.1,1154,100,31.42
4.12,1595,60,29.23
4.38,1210,119,32.92
4.2,1155,60,32.9
1.69,2266,148,33.84
4.49,1671,157,26.12
2.98,1918,152,32.3
3.21,1394,107,33.31
1.58,1206,92,40.0
3.29,1038,174,34.03
4.24,1344,254,27.92
1.93,813,122,40.0
4.55,800,172,32.87
1.53,1257,119,37.58
2.77,1310,135,34.34
2.84,1310,107,35.52
4.06,1575,166,29.45
3.69,1199,60,33.94
2.77,1566,60,33.64
4.33,1410,128,31.57
4.47,1309,193,27.23
3.79,1042,175,34.91
4.78,2048,171,24.23
3.86,1890,236,27.83
4.16,1309,213,29.56
2.78,1743,128,34.97
4.07,1571,117,29.98
2.87,1694,60,30.61
1.41,1210,141,39.91
1.68,1811,225,35.47
4.35,960,197,31.18
2.11,800,205,37.79
1.72,1319,142,36.52
2.74,1216,118,34.42
3.54,1583,160,32.35
3.72,892,181,34.12
4.68,1452,133,29.65
1.16,1206,176,40.0
3.15,1854,113,30.58
1.92,932,144,37.85
2.25,1843,112,34.02
1.22,1751,146,36.45
3.66,1372,153,31.48
4.85,1553,140,28.93
1.48,1644,100,36.28
1.36,1383,70,40.0
3.99,1674,236,27.87
4.79,1258,176,30.37
2.63,1678,130,33.19
2.71,1271,190,33.51
4.65,1318,142,29.24
2.39,1648,210,31.76
4.78,1023,108,30.6
2.31,1811,86,33.23
1.26,1328,80,39.41
3.87,1551,123,32.04
4.53,1410,60,31.25
1.52,1570,133,35.77
2.38,1262,99,37.69
1.32,1524,118,37.54
1.37,1277,166,39.57
1.92,2210,167,34.59
1.39,1176,60,40.0
4.94,1662,190,24.59
1.4,1109,104,40.0
3.97,1070,60,33.81
2.86,1587,60,34.47
4.92,800,190,30.26
1.67,1025,158,38.93
2.19,1098,192,37.61
1.76,1560,248,36.07
1.65,1302,121,38.45
2.86,899,205,35.97
3.8,1325,103,32.66
1.97,1345,111,35.62
3.52,1513,183,28.47
4.66,859,72,31.87
3.3,1378,60,35.09
3.12,1431,74,35.17
1.58,1490,93,37.38
2.09,1564,84,36.01
2.74,1511,104,36.72
3.76,1685,187,31.64
2.48,1754,160,32.91
3.12,1003,119,35.04
3.97,1476,165,29.41
1.68,1590,223,35.3
2.09,1263,164,37.67
2.51,1271,188,34.61
3.87,2114,126,24.28
3.8,1326,176,32.13
4.71,1718,185,25.65
3.21,1750,60,34.54
3.13,1803,261,28.64
1.75,1818,117,34.53
3.67,1460,112,31.0
2.73,1427,135,31.05
3.97,1382,233,30.17
2.54,1474,60,34.88
4.21,1400,176,30.46
3.43,1352,125,33.85
1.34,982,172,40.0
4.31,1616,108,28.98
2.75,1206,133,36.16
1.25,1460,106,34.75
3.53,1251,147,36.15
2.04,1067,103,36.04
4.19,1152,145,30.04
3.58,1713,161,27.81
3.81,962,248,33.29
4.64,1360,149,29.87
2.05,1578,114,38.45
1.63,1269,105,37.39
4.03,1218,97,31.65
4.52,1285,114,28.18
4.13,1194,104,33.76
1.03,1001,201,40.0
2.15,1362,140,37.64
4.7,827,126,31.13
4.79,1354,148,29.72
3.08,1659,194,33.52
3.14,1394,95,33.7
2.99,1528,133,32.13
1.74,1405,228,35.09
1.62,1294,79,39.49
4.22,1339,99,30.82
1.28,1720,173,38.1
3.71,1604,114,30.55
4.35,1555,116,29.71
4.25,1792,151,29.65
4.83,1689,95,23.99
1.6,1223,169,36.92
4.82,1195,250,27.81
1.88,1582,69,35.06
1.36,1496,87,38.78
3.22,1704,238,33.05
2.9,1414,107,36.36
4.74,1532,131,28.53
4.25,1779,66,26.12
1.6,1031,216,40.0
3.01,1291,178,32.85
4.79,1721,152,26.36
4.31,1387,139,29.73
4.19,1480,111,29.4
3.26,1248,129,36.62
4.07,1537,169,28.51
3.53,1400,87,31.05
4.96,1277,217,26.92
1.55,1588,215,35.71
3.15,1211,182,34.55
4.56,1559,163,28.58
3.53,1525,185,30.06
4.71,1490,232,28.7
2.58,1661,108,32.37
3.93,2083,189,25.19
4.14,1057,69,34.83
3.2,1171,153,32.8
2.06,1317,154,37.63
4.77,1238,173,27.11
2.94,1007,78,39.26
2.45,1119,126,37.36
2.38,1866,162,33.11
4.58,1118,162,29.41
4.5,1623,140,27.38
2.81,1247,155,34.88
2.18,1446,145,38.27
4.96,1276,104,29.55
1.68,1230,131,39.04
1.83,1319,71,40.0
3.41,1793,128,28.07
1.82,1367,120,38.08
4.56,1379,95,29.99
1.98,1488,135,36.67
2.01,1870,120,34.03
3.33,1322,194,31.38
2.85,1235,199,34.68
3.43,1225,60,31.45
2.19,1493,125,37.01
3.49,1101,134,35.19
1.07,1052,144,40.0
3.05,1260,132,36.85
3.68,1458,108,30.1
3.12,1108,182,34.43
2.55,1737,167,31.33
2.17,1606,207,35.29
2.5,1465,111,36.86
3.46,1678,73,29.8
1.33,1418,194,38.4
4.74,1912,152,26.53
1.32,1084,108,40.0
2.0,876,109,37.09
3.19,1007,68,35.04
4.33,1476,129,29.22
4.86,1630,123,27.32
3.85,1686,60,31.53
3.75,1949,67,26.85
1.47,1245,129,40.0
4.88,1470,173,27.19
3.55,800,60,36.06
3.06,1087,108,38.29
4.02,1678,163,29.0
1.65,1306,226,36.44
1.43,1405,139,37.6
4.09,1214,123,32.55
4.45,1217,174,29.31
1.06,1284,122,38.61
1.08,1824,61,37.28
1.25,1854,125,37.96
2.97,1217,181,33.23
4.34,1708,188,26.96
4.19,1797,98,32.43
2.4,1302,60,37.31
1.91,937,127,38.96
3.96,1788,157,28.56
2.3,1037,191,38.27
1.0,932,227,40.0
1.63,1542,225,36.94
4.28,1232,142,31.89
2.96,1792,157,33.35
4.7,1035,75,32.23
1.79,1269,198,39.97
2.0,1362,205,35.72
3.39,1757,60,26.11
3.8,1169,160,29.23
3.32,1318,155,32.31
1.82,800,210,39.3
1.34,1397,152,39.71
2.68,800,151,37.09
3.47,1788,167,31.36
1.59,1441,116,35.34
2.77,1892,87,32.68
4.3,1225,128,31.96
3.19,1435,115,34.38
1.52,1016,141,40.0
4.86,1360,285,31.04
1.56,1475,171,35.82
2.84,1329,101,34.9
4.74,1625,108,28.0
1.38,1096,208,39.38
2.6,2012,137,32.25
3.55,1508,189,30.38
1.08,985,82,40.0
3.77,1392,126,34.66
2.38,1222,125,32.78
1.38,1553,187,38.69
3.32,894,151,36.78
1.92,1374,162,40.0
1.75,1953,174,35.68
4.43,1497,136,30.76
2.6,840,171,37.96
4.17,1453,136,30.2
4.45,1332,213,31.57
1.9,1637,106,37.41
4.77,1532,107,25.53
3.52,1516,124,31.4
2.69,1259,89,36.21
4.88,836,76,31.61
1.23,1466,131,38.48
2.46,1073,223,35.54
1.03,1651,157,37.77
4.59,1099,150,30.64
4.9,2227,124,24.68
4.09,1067,208,35.94
2.58,1480,76,33.98
4.4,800,81,34.16
3.58,1973,138,27.63
4.31,1117,162,31.3
3.15,1491,91,34.4
1.99,1553,116,36.41
4.51,1644,140,26.77
1.29,1559,217,36.58
3.98,1352,60,32.3
3.63,1662,169,32.96
1.62,1420,185,37.33
2.16,896,236,39.0
2.42,1127,74,36.19
4.64,1721,84,28.31
2.31,1641,102,34.89
2.6,911,71,40.0
1.74,1260,197,38.34
3.04,1075,161,34.89
3.83,1365,145,31.54
2.11,1308,164,35.5
4.46,1427,199,30.23
2.94,1695,60,33.55
1.83,1410,162,35.4
2.1,1236,158,36.94
1.65,1611,170,34.72
3.61,1474,62,29.46
4.85,1173,134,27.52
4.83,1142,91,31.12
2.38,1353,204,35.01
3.67,1175,146,33.93
4.56,1073,131,31.15
2.97,1646,157,32.73
1.61,1856,79,37.11
4.76,1935,207,26.22
2.5,1369,207,32.64
2.08,1527,73,40.0
1.63,1220,200,40.0
4.77,1359,225,25.93
3.85,1130,102,32.82
2.0,1711,94,36.66
4.04,1329,94,34.26
4.18,1677,179,28.55
4.94,1641,230,28.91
1.89,1486,112,40.0
2.57,1500,167,34.95
1.18,1120,170,40.0
2.23,1108,111,35.38
1.96,812,113,39.07
2.16,1155,140,39.06
2.58,1143,148,35.44
3.7,1640,101,30.02
3.46,1653,125,31.99
2.75,1368,157,34.03
2.56,1529,147,35.12
2.0,1093,252,36.97
1.45,1312,98,40.0
3.49,931,224,36.2
4.43,1324,165,26.13
3.51,1344,135,33.23
4.64,1021,275,27.97
3.48,1597,156,32.9
2.31,1188,81,38.41
4.8,800,152,29.45
1.33,1120,204,39.37
4.32,1578,167,27.4
3.51,903,175,34.91
3.94,1430,126,29.81
1.88,1136,137,39.27
4.32,1168,101,31.05
1.64,1140,101,38.5
4.63,1231,163,30.54
3.68,1212,182,35.44
4.77,1644,109,26.62
3.28,1599,118,31.25
1.65,1645,216,36.37
1.94,1399,91,38.29
3.03,1347,104,33.92
3.28,1438,60,31.8
4.25,1536,113,27.7
4.53,1397,137,28.28
3.89,1368,185,32.64
1.89,1710,132,35.24
1.07,1389,175,38.45
2.77,1452,85,33.51
1.27,1702,88,37.83
3.46,1971,66,29.84
4.52,1175,174,29.27
3.12,1319,113,36.58
2.55,1658,249,35.37
3.63,1522,243,29.78
3.89,1317,174,30.31
4.42,2091,60,25.57
1.95,1656,135,36.21
2.77,1227,148,34.5
2.55,1157,148,35.73
2.46,1474,60,33.75
1.91,1514,90,36.75
4.06,1334,84,30.46
1.41,1416,131,38.77
3.28,1512,158,30.6
2.36,1366,161,36.13
1.15,1403,104,39.63
2.02,1095,149,40.0
1.72,1767,148,33.97
1.1,1123,112,40.0
4.59,1818,168,26.74
1.06,1766,199,36.21
1.09,1288,94,40.0
2.63,1832,103,34.57
2.82,1498,137,34.8
4.79,1214,192,28.58
3.45,1555,117,30.8
1.74,1236,220,35.65
3.63,1287,208,31.26
2.46,1290,60,37.27
2.65,1537,155,32.97
2.67,1477,141,31.08
4.55,1719,100,29.71
3.94,1853,135,28.95
1.82,1543,169,39.8
2.11,1733,125,34.53
1.77,1449,199,37.56
3.77,1223,91,32.86
3.13,1411,142,33.84
4.66,1500,140,28.18
2.16,1853,91,34.82
4.58,1157,64,31.63
1.65,1367,158,39.04
1.11,1460,108,39.46
1.14,1622,64,39.66
4.5,1334,138,30.79
4.96,1262,117,28.79
2.6,1141,141,38.71
1.78,1230,190,39.78
2.76,2049,126,29.24
3.12,1356,207,34.87
2.21,1868,157,31.06
3.18,1489,155,33.84
3.75,1264,60,32.36
3.74,1843,116,28.24
2.83,1707,166,29.53
2.08,1390,140,35.95
1.92,1076,85,40.0
2.88,1501,110,32.7
4.58,1771,203,25.22
1.93,1722,145,35.17
4.69,1465,168,26.3
4.52,1695,190,28.65
3.08,1235,156,33.63
3.75,1641,155,29.54
2.46,1514,111,36.42
1.63,1439,194,34.87
3.3,2066,112,28.29
2.61,1506,176,36.73
4.07,945,188,33.77
2.45,1655,174,35.76
3.22,2209,155,29.41
2.95,1100,81,37.29
1.32,1487,214,38.31
3.76,1389,172,31.77
3.95,1583,82,32.29
1.21,1278,126,40.0
2.56,1508,140,35.0
2.08,1032,182,38.04
2.35,1746,60,35.46
2.04,1320,147,35.41
2.22,2041,147,31.02
2.19,1766,96,33.41
2.87,1275,175,34.23
4.82,1723,141,26.95
4.02,1762,171,27.8
1.96,1098,100,39.66
2.43,1161,163,38.0
4.95,1255,170,30.28
4.6,800,110,34.17
1.8,1509,113,36.59
2.8,1756,85,35.14
3.05,1517,92,33.3
3.55,1641,112,30.76
3.0,1495,140,34.09
1.55,1521,167,36.52
4.81,800,158,28.03
2.16,1649,184,34.16
2.35,1467,114,35.22
3.12,1396,76,32.49
1.08,1215,85,40.0
2.99,1130,195,33.29
3.11,1405,60,35.56
2.96,1498,192,32.34
2.52,1132,77,38.32
4.53,1762,151,25.93
2.72,1187,208,34.16
2.42,1417,147,30.57
4.25,1639,151,29.7
3.97,1122,97,33.02
2.3,800,156,40.0
3.17,1304,171,32.67
2.61,1449,242,32.51
3.24,1700,134,32.85
1.33,1338,277,38.58
4.33,1517,85,28.36
2.45,1850,160,31.57
1.27,1166,123,40.0
1.1,1544,131,38.14
3.97,1753,78,29.06
3.4,1166,184,34.45
3.9,1210,205,29.46
3.87,1470,158,31.64
1.36,1074,177,40.0
3.03,1035,96,35.55
4.64,1283,86,29.9
4.27,1119,181,29.09
2.24,1264,155,37.06
3.31,1400,209,33.98
2.89,1828,164,30.89
4.27,1558,60,28.76
4.79,1452,121,28.96
3.44,995,197,34.11
2.49,853,105,37.09
2.33,1270,144,35.84
2.12,1611,94,36.49
2.05,1943,193,32.51
2.77,1476,135,32.99
1.16,1868,149,38.2
2.92,1135,150,34.82
1.59,1462,159,36.31
2.07,965,96,40.0
4.39,1219,194,30.64
2.96,1762,166,32.23
3.26,1250,161,34.85
4.03,1151,172,33.78
2.5,1096,146,37.83
1.47,1651,168,36.21
1.95,1605,118,36.33
2.52,1404,208,33.09
2.62,1413,60,36.06
1.58,967,162,39.49
4.47,1169,122,30.0
4.42,1633,247,27.63
1.48,1450,145,34.66
2.74,1434,180,32.43
1.73,1596,60,38.81
1.78,1273,95,37.13
4.85,1870,143,26.79
1.73,969,184,38.86
2.52,1640,129,34.0
4.19,1585,206,27.57
1.28,1502,148,37.57
3.59,800,258,30.31
3.71,1530,119,31.27
4.31,1219,206,31.05
2.48,1827,166,33.14
3.31,1121,152,36.42
3.33,1606,116,31.98
3.63,1233,160,33.01
3.55,902,99,34.69
4.13,1360,141,30.38
1.38,1585,77,38.13
1.4,1333,187,38.88
2.14,1417,125,34.5
4.31,1498,189,28.64
1.63,1582,184,34.95
1.03,1124,194,39.5
2.62,1885,111,32.31
1.71,1205,217,38.95
1.21,1523,176,38.91
3.4,1818,81,28.86
2.26,1145,135,39.76
2.56,1522,151,33.67
1.87,1206,154,38.21
3.88,1068,248,31.42
3.26,1808,101,30.04
2.36,1409,138,35.06
4.34,1337,125,32.62
1.87,1288,129,40.0
2.8,1283,235,34.44
3.2,892,149,36.22
4.89,1772,183,25.74
2.56,1607,177,35.69
3.78,815,161,30.47
2.26,1436,194,34.59
1.07,1563,176,37.12
2.67,1455,153,31.82
2.35,1595,127,34.91
4.73,1684,151,27.67
3.17,1376,170,33.29
1.59,1471,113,36.92
3.24,1211,149,35.49
3.1,2094,123,26.76
3.44,1961,128,28.62
4.75,1190,150,27.74
3.59,1395,208,29.71
3.18,1154,156,36.78
3.74,1793,188,28.81
3.4,1536,185,30.97
1.59,1384,214,40.0
5.0,1651,115,27.04
4.97,1198,129,29.25
4.21,1272,177,28.75
1.3,1164,180,39.92
2.79,1745,182,33.35
4.25,1183,144,33.15
3.27,1120,251,34.93
1.53,1676,186,38.04
1.12,800,184,40.0
2.4,1455,81,35.03
1.95,1510,111,36.81
1.13,1561,61,39.37
3.4,1037,105,33.78
3.78,1626,194,30.57
4.02,800,98,33.34
2.82,1265,158,37.17
4.97,1321,110,29.66
4.6,1862,159,25.34
3.74,1368,110,29.46
1.55,1851,162,39.29
4.1,1575,95,29.45
1.71,2181,118,33.43
1.7,1268,76,37.1
4.14,1330,83,30.52
3.76,1767,138,28.65
2.15,1688,118,36.06
2.32,1651,87,31.66
2.39,1586,116,33.55
4.4,1415,60,30.52
1.13,972,106,40.0
3.64,993,143,35.25
2.19,1523,114,35.74
1.3,1022,103,40.0
1.84,1598,103,35.77
2.84,1346,180,33.83
1.04,1778,73,38.33
2.03,1585,94,39.48
4.99,1184,100,30.53
3.27,1655,193,32.14
1.47,1590,222,34.4
3.85,1446,189,31.89
4.24,1667,119,28.34
2.95,1184,170,34.36
3.62,1236,146,33.21
2.89,1131,125,39.05
2.0,800,187,40.0
4.51,993,60,29.52
1.23,1290,179,40.0
4.61,1354,173,28.06
4.42,1660,100,26.54
1.02,955,106,40.0
3.54,1121,109,33.07
4.46,1302,189,29.38
3.15,1364,153,31.7
4.04,1594,91,27.92
3.27,950,170,34.62
1.2,1890,114,36.84
1.93,1310,86,38.16
4.13,1856,183,27.47
2.31,1628,159,35.43
4.3,1029,138,32.23
1.7,1183,226,38.66
2.82,800,128,37.3
1.45,1050,84,40.0
1.55,1326,165,39.06
3.59,1201,199,32.3
3.2,1026,182,33.48
3.4,1230,168,29.9
3.32,1162,99,33.4
4.29,1119,71,31.38
3.85,1448,140,31.91
1.78,864,90,40.0
3.45,1644,115,30.58
1.42,1359,129,39.03
3.45,1507,193,28.25
2.01,1319,188,36.26
1.42,1278,60,39.29
3.04,878,189,34.73
3.61,2209,134,25.75
4.67,1603,111,26.22
1.2,1357,146,39.78
3.6,1554,119,33.71
3.75,1334,104,30.47
3.28,1064,158,33.84
3.08,1079,169,36.87
1.04,1864,182,36.2
4.16,1331,134,30.4
3.24,1657,248,32.9
2.74,1639,167,34.42
3.67,1325,128,31.72
3.82,1365,196,27.56
1.66,1197,89,38.72
4.45,1423,85,29.79
2.21,1672,151,36.17
3.18,1713,60,34.05
4.98,970,121,27.74
1.18,1293,161,40.0
2.13,1074,203,36.32
3.69,1804,135,30.33
3.7,1395,204,31.3
1.29,1513,74,40.0
4.19,1400,151,31.07
2.95,1190,190,34.98
2.25,1969,213,33.23
2.29,1766,115,31.88
4.09,1504,190,29.71
3.09,1109,224,36.25
4.08,1301,104,32.68
3.66,1465,178,31.1
1.44,1284,110,37.7
1.01,1117,135,40.0
2.46,1356,213,37.01
4.86,1255,87,28.15
1.72,889,156,40.0
1.57,892,97,40.0
2.12,1444,261,31.79
3.91,1408,125,31.61
3.67,1589,147,31.62
4.12,1774,184,26.89
1.24,908,118,40.0
4.5,1162,114,29.78
2.67,887,168,38.82
2.76,1920,190,31.05
4.31,1365,109,29.94
4.81,931,134,33.04
1.24,1427,153,35.75
2.0,1065,182,37.32
1.15,1652,134,38.67
1.52,1181,98,40.0
2.44,1292,73,35.39
1.46,928,103,40.0
1.85,1219,168,38.49
3.95,1302,143,31.41
4.43,1439,136,29.74
2.32,1960,137,34.96
2.87,800,154,37.21
1.58,1582,172,38.04
1.98,1211,90,38.35
2.35,1302,60,37.08
1.69,1149,120,40.0
3.81,1201,95,35.23
4.91,904,75,29.13
4.56,1678,132,27.03
1.63,1279,80,39.39
4.97,1945,234,24.9
1.1,1677,120,36.5
1.29,1627,119,40.0
4.26,2136,244,23.14
4.06,1239,189,30.38
4.84,1629,142,26.56
1.32,868,108,40.0
4.58,1550,129,29.14
4.58,1584,203,25.89
4.81,1651,124,24.93
4.53,1161,162,27.63
1.25,1507,162,37.62
3.22,1241,185,35.67
1.52,1263,119,38.32
2.91,1307,219,33.01
1.55,1437,113,36.64
2.49,1455,209,33.53
4.55,1765,154,25.25
2.2,1724,145,32.74
1.89,1359,152,37.24
3.01,1597,168,31.06
2.6,1452,185,32.3
4.88,1194,247,29.06
