MonthlyCharges,ContractType,CustomerServiceCalls,Churn
81.41,Month-to-month,2,0
56.28,One year,0,0
86.13,One year,5,0
65.52,Two year,3,0
45.33,One year,1,0
121.9,Month-to-month,3,1
95.81,Month-to-month,1,0
111.87,Month-to-month,3,1
103.02,Month-to-month,5,0
56.78,One year,1,0
68.19,Month-to-month,6,0
98.18,Month-to-month,0,0
69.03,Two year,2,0
45.17,One year,7,0
73.78,One year,4,0
122.23,Month-to-month,2,0
80.64,Month-to-month,2,0
26.26,Month-to-month,2,0
54.76,Month-to-month,4,0
112.62,One year,4,1
67.78,Month-to-month,3,0
26.1,Month-to-month,3,0
80.74,Month-to-month,5,1
60.81,Month-to-month,1,0
104.89,One year,3,0
69.86,Month-to-month,3,0
127.64,Month-to-month,1,1
57.29,Month-to-month,3,0
104.34,Month-to-month,2,0
73.87,Month-to-month,4,0
59.99,Month-to-month,1,0
66.34,Month-to-month,4,1
42.74,Month-to-month,1,0
103.12,Month-to-month,3,0
54.49,Month-to-month,3,1
115.3,Month-to-month,2,0
92.83,Month-to-month,1,0
67.19,Month-to-month,0,0
78.92,One year,5,1
89.96,Month-to-month,1,0
94.61,Month-to-month,2,0
127.16,Month-to-month,2,0
120.79,Month-to-month,1,0
20.52,Month-to-month,3,0
108.97,Two year,0,0
84.56,Month-to-month,4,0
43.89,Two year,1,0
49.86,Month-to-month,3,0
99.75,Month-to-month,2,0
81.92,Month-to-month,0,0
70.35,Month-to-month,4,0
118.02,One year,2,1
68.86,Two year,2,0
109.93,One year,4,1
10.0,Month-to-month,3,0
129.88,Month-to-month,1,0
108.09,One year,4,0
60.9,Month-to-month,2,0
59.83,Month-to-month,3,1
63.2,Month-to-month,3,0
108.23,Two year,0,0
86.74,One year,2,0
46.65,Month-to-month,0,0
70.28,Month-to-month,0,0
97.37,One year,3,1
100.15,Two year,8,1
114.73,Month-to-month,1,0
60.71,Two year,1,1
60.82,Two year,1,0
111.25,Month-to-month,3,1
65.57,Month-to-month,3,1
102.09,Two year,2,0
66.37,Month-to-month,2,0
46.24,One year,3,0
60.04,Two year,3,0
65.54,One year,4,0
32.13,Month-to-month,2,0
87.95,Month-to-month,2,0
92.62,One year,3,0
53.3,Month-to-month,0,0
122.92,Month-to-month,3,1
91.65,Two year,3,0
86.44,Month-to-month,5,1
92.33,One year,3,1
60.23,Month-to-month,1,0
46.72,Month-to-month,3,1
21.72,Two year,0,0
124.08,Two year,2,1
46.07,Month-to-month,3,0
71.14,One year,0,1
85.82,One year,1,0
80.88,Month-to-month,2,1
99.98,Two year,2,0
88.6,One year,1,0
71.64,Two year,1,0
57.82,One year,4,0
106.68,Month-to-month,3,1
47.23,Month-to-month,1,0
127.38,Month-to-month,3,1
80.96,Month-to-month,1,1
46.54,One year,4,0
54.33,Month-to-month,2,0
107.23,Month-to-month,1,0
48.22,Two year,2,0
83.58,Month-to-month,3,0
62.37,One year,2,0
78.4,Month-to-month,2,0
115.41,Two year,3,0
65.07,Two year,3,0
110.19,Month-to-month,3,1
68.14,Month-to-month,2,0
57.17,Month-to-month,3,1
92.34,One year,3,0
77.51,One year,3,1
112.92,Month-to-month,2,0
54.26,Month-to-month,2,0
43.83,Month-to-month,1,0
106.15,Month-to-month,4,1
37.05,Month-to-month,1,0
107.7,Two year,1,0
37.37,Month-to-month,3,1
99.57,Month-to-month,0,0
82.47,Month-to-month,2,1
29.51,Month-to-month,3,0
10.23,Two year,1,0
78.91,One year,3,0
103.78,Month-to-month,0,0
111.51,Month-to-month,2,1
36.37,Month-to-month,3,0
97.07,Month-to-month,3,1
74.56,Month-to-month,4,0
120.11,Month-to-month,4,1
58.07,Month-to-month,1,1
83.88,Month-to-month,3,0
27.21,Month-to-month,1,0
94.8,One year,2,0
39.62,Month-to-month,1,0
90.91,Month-to-month,4,0
79.26,Month-to-month,3,1
58.79,Month-to-month,1,0
56.73,Month-to-month,3,0
74.9,Month-to-month,2,0
88.88,Two year,3,0
83.21,Month-to-month,4,0
101.69,Month-to-month,2,0
67.46,Two year,2,0
78.44,Month-to-month,2,0
117.99,Month-to-month,3,1
96.82,One year,3,0
35.15,Month-to-month,2,0
54.47,One year,4,0
68.21,Month-to-month,0,0
51.55,Two year,4,0
93.61,Month-to-month,6,0
45.89,Two year,0,0
35.82,Month-to-month,3,0
69.38,Month-to-month,4,0
41.33,Two year,1,0
54.03,Two year,2,0
90.68,One year,1,0
52.5,Two year,1,0
83.85,Month-to-month,0,0
55.22,Month-to-month,2,0
62.63,Month-to-month,0,0
93.99,One year,2,1
79.36,Month-to-month,1,0
107.95,One year,1,0
53.15,Month-to-month,3,0
75.05,Two year,3,0
34.48,Month-to-month,1,0
65.27,Month-to-month,3,0
33.91,Month-to-month,1,0
87.84,Month-to-month,6,1
60.31,Month-to-month,1,0
86.7,Month-to-month,2,0
96.35,Month-to-month,0,0
72.02,Month-to-month,4,1
113.71,Month-to-month,4,1
74.04,One year,1,0
60.35,Month-to-month,4,0
56.85,Month-to-month,2,0
47.05,Month-to-month,1,0
51.97,Two year,3,0
37.49,Month-to-month,5,1
69.0,Month-to-month,1,0
84.57,Two year,2,0
46.37,Month-to-month,3,0
109.07,One year,1,0
137.01,Month-to-month,1,0
45.23,One year,1,0
121.88,Two year,2,0
81.16,One year,2,0
88.29,Month-to-month,2,0
10.0,Month-to-month,5,1
43.89,Month-to-month,7,1
54.23,Month-to-month,3,0
10.0,Two year,3,0
57.86,Month-to-month,2,0
89.87,Month-to-month,2,0
45.53,Month-to-month,5,0
89.01,Month-to-month,2,1
51.19,Month-to-month,2,0
109.51,Two year,3,1
48.8,Month-to-month,1,0
118.48,Month-to-month,7,1
74.01,Month-to-month,3,0
76.73,Month-to-month,2,0
58.14,Month-to-month,1,0
86.23,Month-to-month,0,0
29.03,Month-to-month,4,0
64.49,Month-to-month,2,0
65.39,Two year,3,0
67.16,Month-to-month,0,0
51.47,Two year,2,0
50.91,One year,2,1
57.85,One year,2,0
55.6,Month-to-month,3,0
72.65,One year,2,1
132.03,Month-to-month,3,1
61.59,Month-to-month,2,1
93.89,Month-to-month,1,1
76.1,One year,0,1
158.21,Two year,4,0
102.73,Month-to-month,2,1
95.23,Month-to-month,4,0
62.68,Month-to-month,2,1
95.69,Month-to-month,2,1
75.3,One year,1,0
78.87,Month-to-month,2,0
128.62,Two year,2,0
57.7,Month-to-month,5,0
98.33,Month-to-month,1,0
24.75,One year,1,1
92.31,One year,1,1
82.42,One year,2,0
81.55,One year,2,0
94.26,Month-to-month,2,1
116.08,One year,3,0
66.85,One year,3,0
67.5,Month-to-month,4,1
80.3,One year,3,0
49.34,Two year,1,0
76.34,Month-to-month,2,0
63.62,Month-to-month,3,0
99.97,Month-to-month,3,1
70.87,Month-to-month,3,0
63.18,Two year,5,1
76.64,Two year,1,0
22.73,Two year,2,0
45.94,Month-to-month,2,1
107.04,Month-to-month,2,1
14.36,Two year,2,0
82.57,Month-to-month,4,1
96.33,One year,1,0
55.16,Month-to-month,1,0
74.33,One year,3,0
44.58,One year,5,1
82.72,Month-to-month,0,1
50.05,One year,1,1
70.76,Month-to-month,2,1
70.33,Month-to-month,2,0
96.08,Month-to-month,2,1
56.78,Month-to-month,3,1
80.5,One year,5,1
29.03,Month-to-month,3,0
25.28,Two year,0,0
51.15,One year,2,0
59.56,Month-to-month,0,0
85.16,One year,2,1
25.67,One year,0,0
82.6,Month-to-month,3,1
85.69,Month-to-month,2,0
10.0,Month-to-month,4,0
43.88,Month-to-month,2,0
37.67,Two year,2,1
26.07,Month-to-month,1,0
12.98,Month-to-month,6,0
120.02,Month-to-month,2,1
41.69,Month-to-month,3,1
55.8,Month-to-month,1,0
80.31,One year,2,0
52.87,Month-to-month,1,0
74.14,Month-to-month,2,0
95.61,One year,1,0
15.8,Two year,3,0
15.21,Month-to-month,3,0
70.24,Month-to-month,2,0
17.09,Month-to-month,1,0
45.72,Month-to-month,1,0
32.66,One year,2,0
56.16,One year,3,1
38.92,Month-to-month,1,1
63.98,Month-to-month,1,0
10.0,One year,1,1
49.8,Two year,2,0
45.56,Month-to-month,1,0
61.91,Month-to-month,2,1
18.72,Month-to-month,2,0
47.83,Two year,4,0
10.0,One year,2,0
110.58,Month-to-month,1,0
51.56,One year,5,1
52.91,Month-to-month,2,0
77.59,One year,3,0
77.75,One year,1,0
87.16,Month-to-month,1,0
87.32,Two year,5,1
86.3,Month-to-month,3,1
50.88,Month-to-month,5,1
10.0,Two year,1,0
120.18,Month-to-month,0,0
102.64,Two year,5,1
75.47,One year,4,1
81.59,Month-to-month,3,0
122.58,Month-to-month,1,0
71.66,Month-to-month,1,0
45.72,One year,1,0
78.7,Two year,3,0
45.1,Month-to-month,1,0
92.4,Month-to-month,2,0
66.08,Two year,1,0
34.53,Month-to-month,3,0
61.23,One year,1,0
31.35,Month-to-month,2,1
52.56,One year,1,1
56.79,Two year,4,0
50.57,One year,4,1
82.65,Month-to-month,3,0
55.09,Month-to-month,3,1
61.66,Month-to-month,0,0
83.09,Month-to-month,2,0
91.48,Two year,2,1
36.37,Month-to-month,1,0
42.64,One year,0,0
111.23,Month-to-month,2,0
41.94,One year,2,0
33.82,Month-to-month,3,0
125.75,Two year,0,0
35.21,Month-to-month,1,0
46.16,Month-to-month,2,0
66.62,One year,2,0
65.97,Two year,2,1
23.9,One year,2,0
48.26,Month-to-month,1,0
73.28,Month-to-month,1,1
110.2,Month-to-month,5,1
92.25,Month-to-month,2,0
59.8,Month-to-month,2,0
69.04,One year,2,1
83.44,Month-to-month,2,1
55.45,Two year,3,0
49.11,Month-to-month,0,0
46.1,Month-to-month,3,0
92.66,Two year,2,0
68.72,One year,1,0
54.28,Month-to-month,0,0
68.62,Month-to-month,2,1
22.91,Month-to-month,0,0
100.44,Month-to-month,0,0
84.98,One year,2,0
49.31,Month-to-month,1,0
104.84,Month-to-month,2,1
60.08,One year,3,0
37.36,Month-to-month,1,1
95.27,Month-to-month,2,1
79.04,Month-to-month,2,0
70.58,One year,5,0
51.54,Month-to-month,4,0
31.19,One year,2,0
29.59,Month-to-month,4,1
40.92,One year,3,1
61.57,Two year,1,0
80.75,Month-to-month,2,1
36.79,Month-to-month,2,0
67.89,Month-to-month,4,0
90.52,Month-to-month,4,0
46.66,Month-to-month,3,0
55.94,Month-to-month,3,0
43.03,Month-to-month,3,1
51.47,Month-to-month,0,0
67.9,Month-to-month,0,0
121.48,Month-to-month,5,0
121.84,Month-to-month,1,0
72.61,One year,2,1
29.01,One year,3,0
70.02,Month-to-month,2,0
56.87,Two year,2,0
57.3,Month-to-month,1,1
68.48,Month-to-month,1,0
95.81,Month-to-month,2,1
45.96,Two year,1,0
100.16,Month-to-month,5,0
54.54,Two year,3,1
75.48,Month-to-month,1,0
72.5,Month-to-month,1,1
67.72,One year,2,0
48.2,Month-to-month,2,0
62.46,One year,2,0
88.16,One year,0,1
34.45,One year,0,0
110.62,One year,4,1
29.82,Month-to-month,4,0
109.82,Month-to-month,2,0
19.89,Two year,1,0
78.91,Month-to-month,1,0
105.98,Month-to-month,4,0
89.31,Month-to-month,3,1
35.21,Month-to-month,6,1
66.64,One year,2,0
61.54,One year,1,0
12.11,Month-to-month,1,0
40.68,Month-to-month,3,0
100.4,Month-to-month,1,0
58.87,Two year,3,0
62.31,Month-to-month,0,0
61.24,Month-to-month,1,0
78.94,Month-to-month,1,0
105.18,Two year,1,0
92.72,Month-to-month,4,0
63.19,One year,1,0
52.32,Month-to-month,3,1
96.18,Month-to-month,4,1
52.37,One year,1,0
74.0,Month-to-month,3,1
129.54,Month-to-month,1,0
33.82,One year,1,0
37.92,Two year,3,0
57.4,Two year,1,0
41.8,One year,3,0
71.55,Month-to-month,2,0
24.13,Month-to-month,1,0
110.34,Month-to-month,6,1
52.42,Two year,1,1
43.93,Month-to-month,3,1
102.94,Month-to-month,2,1
88.0,Month-to-month,2,0
57.48,Month-to-month,1,0
75.09,One year,3,0
57.01,Month-to-month,0,0
52.83,Month-to-month,2,0
36.32,Month-to-month,2,0
90.84,Month-to-month,2,1
127.78,Month-to-month,2,0
40.57,Month-to-month,1,0
66.2,Two year,1,1
94.14,Month-to-month,3,1
95.23,One year,0,0
41.87,Month-to-month,1,1
79.43,Month-to-month,5,0
40.43,Month-to-month,3,0
30.47,Month-to-month,5,1
21.08,Month-to-month,3,0
91.75,One year,5,1
31.64,One year,2,0
63.45,One year,2,0
81.18,Month-to-month,3,1
105.75,One year,4,0
67.0,Month-to-month,5,1
79.93,Month-to-month,3,0
83.67,One year,0,0
51.61,Month-to-month,2,1
50.06,Month-to-month,2,0
69.78,One year,2,0
69.77,Month-to-month,3,1
126.11,Month-to-month,2,0
73.35,Month-to-month,3,0
66.32,Month-to-month,4,0
58.91,Month-to-month,2,0
57.92,Month-to-month,1,0
61.66,One year,3,0
82.69,Month-to-month,2,1
67.62,Two year,2,0
71.69,Month-to-month,0,0
80.8,Month-to-month,2,0
53.79,Month-to-month,0,0
109.35,Month-to-month,3,0
11.03,One year,2,0
115.06,Month-to-month,3,0
54.74,Month-to-month,0,0
33.47,Month-to-month,1,0
104.59,Month-to-month,0,1
27.96,Month-to-month,0,0
111.89,Two year,1,0
10.12,Month-to-month,3,0
100.32,One year,5,1
54.48,Month-to-month,5,1
45.51,One year,2,0
112.22,Two year,2,0
40.64,Two year,3,0
62.68,Month-to-month,0,0
31.21,Two year,2,0
74.24,Month-to-month,1,0
87.65,One year,2,0
122.73,Two year,3,0
84.42,Month-to-month,4,1
41.8,Two year,2,0
63.1,Month-to-month,2,0
48.2,One year,2,0
64.2,Two year,2,1
87.72,One year,1,0
49.14,Two year,1,0
35.96,Month-to-month,0,0
63.74,Two year,3,0
63.34,Two year,2,0
58.93,Two year,1,0
72.97,One year,4,0
47.81,One year,2,1
63.4,One year,5,1
29.38,One year,2,0
79.64,One year,4,0
38.89,Month-to-month,0,0
75.07,Month-to-month,1,0
35.31,One year,1,0
43.11,One year,1,0
56.48,Month-to-month,4,0
115.6,Month-to-month,3,1
89.36,Month-to-month,4,1
38.03,Month-to-month,2,1
81.8,Month-to-month,1,0
104.36,Month-to-month,4,1
37.29,Month-to-month,1,0
68.73,Month-to-month,2,0
85.4,One year,2,0
81.44,One year,1,0
77.61,Month-to-month,1,0
28.54,Month-to-month,0,0
81.16,Month-to-month,4,1
13.58,Month-to-month,4,0
10.0,Two year,3,0
10.0,Month-to-month,4,0
121.04,Month-to-month,4,1
25.41,One year,0,1
77.78,Two year,0,0
113.55,Month-to-month,4,1
69.4,One year,1,0
58.94,Month-to-month,1,1
64.42,One year,2,0
94.41,Month-to-month,2,1
84.34,One year,3,1
95.71,Month-to-month,0,0
66.85,Two year,1,0
118.74,Month-to-month,3,0
76.02,Month-to-month,0,0
81.54,Month-to-month,2,0
76.66,Month-to-month,2,0
72.3,Month-to-month,3,1
64.13,Month-to-month,2,0
10.29,One year,6,0
32.22,Month-to-month,3,0
44.66,Two year,3,0
69.54,Month-to-month,0,0
54.0,Month-to-month,4,1
109.4,One year,3,0
100.55,Month-to-month,2,1
30.09,One year,1,0
38.98,One year,1,1
38.2,Month-to-month,0,0
40.31,Two year,1,1
88.69,One year,3,0
57.21,Month-to-month,7,1
66.26,Month-to-month,1,0
111.53,Two year,1,0
81.27,Month-to-month,0,1
10.0,Two year,3,0
141.25,Month-to-month,3,0
10.0,Month-to-month,1,0
10.29,One year,3,0
86.9,Month-to-month,3,0
69.77,One year,0,0
96.84,Two year,3,0
75.07,One year,0,0
106.58,Two year,2,0
50.07,Month-to-month,1,0
55.99,Month-to-month,0,1
47.54,Month-to-month,2,0
66.35,Month-to-month,2,0
73.77,Month-to-month,2,0
100.79,Month-to-month,2,1
124.01,One year,5,1
80.96,One year,3,0
75.04,Two year,3,0
74.19,Month-to-month,1,0
76.96,Month-to-month,2,0
57.54,One year,1,0
37.59,Two year,1,0
45.59,Month-to-month,2,1
92.68,Month-to-month,3,0
104.17,Two year,3,0
91.93,Month-to-month,2,0
78.4,One year,6,1
126.0,Month-to-month,2,0
83.43,Month-to-month,1,0
100.47,Month-to-month,5,0
79.28,Month-to-month,3,0
103.02,Month-to-month,3,0
104.32,Month-to-month,3,0
33.82,Month-to-month,2,0
99.07,One year,7,1
71.39,One year,1,1
33.13,Month-to-month,0,0
36.13,One year,0,0
118.99,One year,2,1
71.71,Month-to-month,2,1
51.97,Month-to-month,3,0
41.12,One year,3,1
50.0,Month-to-month,5,0
70.32,Month-to-month,0,0
98.23,Month-to-month,4,0
95.87,One year,0,0
148.52,Month-to-month,0,1
95.84,Month-to-month,1,0
71.37,Month-to-month,2,0
116.18,Month-to-month,4,0
37.01,Month-to-month,1,0
98.79,Month-to-month,0,0
115.71,Month-to-month,3,0
90.39,Month-to-month,3,0
109.07,Month-to-month,0,0
81.25,Two year,0,0
100.19,Month-to-month,2,0
51.3,Two year,4,0
89.68,Month-to-month,2,0
39.67,Month-to-month,2,0
108.58,Month-to-month,4,0
102.04,Month-to-month,4,1
57.84,Month-to-month,2,0
14.21,Month-to-month,2,0
47.17,Month-to-month,2,0
73.08,Month-to-month,3,1
67.23,One year,0,0
34.09,Month-to-month,3,0
106.07,Month-to-month,4,0
91.72,Month-to-month,3,0
72.82,Two year,0,0
87.92,One year,1,0
71.42,Month-to-month,4,0
10.0,Month-to-month,1,0
114.57,Two year,5,0
134.07,Month-to-month,3,1
85.86,Month-to-month,1,0
61.62,Month-to-month,3,1
17.35,One year,1,0
58.36,One year,2,0
27.86,One year,1,0
58.1,Month-to-month,3,0
47.81,One year,2,0
67.95,Month-to-month,4,0
60.43,Month-to-month,2,0
67.25,Month-to-month,4,0
63.86,One year,2,0
81.97,Month-to-month,1,0
50.36,Two year,0,0
10.0,Month-to-month,4,0
59.69,Month-to-month,0,0
113.81,One year,1,0
59.51,Two year,2,0
40.4,Month-to-month,3,0
74.1,One year,0,0
73.95,Month-to-month,1,1
115.03,One year,3,1
67.34,One year,2,0
10.0,Month-to-month,2,0
81.14,Month-to-month,3,0
91.19,Two year,3,0
75.5,Month-to-month,3,0
101.05,Two year,1,0
50.82,Month-to-month,0,0
94.42,Month-to-month,3,0
140.07,Month-to-month,2,0
66.55,Month-to-month,0,0
48.71,Month-to-month,1,0
56.22,Month-to-month,1,0
51.47,Month-to-month,1,0
98.85,One year,3,1
81.16,Two year,3,0
69.07,Month-to-month,2,0
144.94,One year,2,0
41.53,Month-to-month,0,0
99.87,One year,3,0
109.55,Month-to-month,1,0
82.34,Month-to-month,2,0
51.76,One year,2,0
53.99,Month-to-month,1,0
38.21,Month-to-month,4,0
127.0,Month-to-month,1,0
65.39,One year,1,0
44.89,Month-to-month,2,0
46.61,Month-to-month,0,0
139.86,One year,0,0
61.74,Two year,3,0
42.29,Month-to-month,3,0
51.66,Month-to-month,2,0
115.84,Month-to-month,0,1
82.82,Month-to-month,1,0
59.17,One year,4,1
69.23,One year,3,1
115.92,Month-to-month,1,1
63.16,One year,2,0
64.55,Month-to-month,0,0
52.67,Month-to-month,2,0
24.62,Month-to-month,1,1
121.8,Month-to-month,1,0
120.36,One year,1,1
69.18,Month-to-month,1,0
85.09,Two year,1,0
53.03,One year,4,0
105.33,Month-to-month,3,1
71.35,Two year,2,0
148.32,One year,0,0
133.8,Month-to-month,2,1
12.1,Month-to-month,6,1
19.33,Month-to-month,1,0
101.68,Month-to-month,2,0
36.74,Two year,4,0
37.54,One year,5,0
93.01,One year,1,0
53.14,Month-to-month,5,1
57.52,Month-to-month,1,1
105.72,One year,5,0
70.98,One year,2,1
77.34,Month-to-month,1,0
60.03,One year,2,0
61.83,Month-to-month,1,1
79.05,One year,3,0
57.04,One year,2,1
27.55,Month-to-month,5,0
83.27,Month-to-month,2,0
44.07,One year,4,0
61.3,Month-to-month,1,0
72.15,One year,3,0
89.49,One year,7,1
24.56,Month-to-month,2,0
97.41,One year,2,1
44.07,Month-to-month,3,0
143.33,Two year,1,1
106.26,Month-to-month,0,0
130.16,Month-to-month,2,0
90.25,Month-to-month,1,0
57.65,Two year,3,0
75.38,Month-to-month,2,0
80.47,One year,2,1
40.2,Two year,9,0
49.04,One year,4,1
63.67,Month-to-month,4,1
72.36,Month-to-month,5,0
97.63,Two year,1,0
59.75,Month-to-month,3,1
91.08,Month-to-month,3,0
50.55,Month-to-month,2,1
82.73,Two year,1,0
99.64,Month-to-month,1,1
50.77,Month-to-month,3,0
71.19,Month-to-month,3,0
91.8,Month-to-month,3,0
35.74,Month-to-month,4,0
65.96,Month-to-month,1,1
69.44,Month-to-month,1,0
57.97,Month-to-month,0,0
76.37,Month-to-month,5,1
30.7,Month-to-month,3,0
74.07,One year,1,0
90.43,One year,0,0
74.13,Month-to-month,2,0
85.73,Two year,1,0
73.65,One year,1,1
55.97,Month-to-month,3,0
70.47,Two year,4,0
85.68,Month-to-month,0,0
102.45,Two year,2,0
39.64,One year,5,1
71.83,One year,2,0
130.9,Month-to-month,1,1
92.2,Month-to-month,2,0
79.69,One year,2,0
45.56,Two year,2,0
86.41,Month-to-month,0,0
71.09,One year,3,0
53.59,Month-to-month,2,0
82.2,Month-to-month,1,1
76.09,Month-to-month,1,0
74.71,Month-to-month,0,0
23.49,Month-to-month,2,0
56.97,Two year,2,0
93.46,Month-to-month,0,0
46.64,Two year,2,0
11.25,One year,5,1
78.46,Month-to-month,5,0
37.53,Month-to-month,1,0
80.57,Month-to-month,4,1
126.51,Month-to-month,3,1
68.62,Month-to-month,0,0
85.19,Month-to-month,4,0
67.64,Month-to-month,2,1
84.53,One year,3,1
74.98,Month-to-month,1,0
70.42,Month-to-month,4,1
112.76,One year,0,0
70.72,Month-to-month,3,1
121.36,Month-to-month,2,0
74.35,Month-to-month,1,1
69.33,One year,3,0
61.9,Month-to-month,1,0
42.27,One year,2,1
55.42,Month-to-month,4,0
76.58,Month-to-month,1,1
75.45,One year,0,0
64.41,One year,5,1
101.33,Month-to-month,1,0
74.27,Month-to-month,4,0
74.27,Month-to-month,3,0
88.93,One year,1,0
119.57,Month-to-month,4,1
74.32,Month-to-month,3,0
12.96,Month-to-month,4,0
13.06,Month-to-month,4,0
73.93,One year,4,0
20.64,Month-to-month,0,0
39.25,Month-to-month,1,0
74.33,Two year,3,1
69.13,One year,1,0
10.7,Two year,4,0
34.34,Month-to-month,3,1
45.65,One year,2,1
88.58,Month-to-month,0,0
76.74,Month-to-month,1,0
90.12,Month-to-month,4,1
95.39,One year,2,0
95.46,Month-to-month,4,1
67.11,Month-to-month,4,1
105.66,One year,1,0
68.05,One year,0,0
10.0,Month-to-month,0,0
63.07,Two year,3,0
76.24,Month-to-month,3,1
10.0,One year,2,0
45.51,Month-to-month,5,0
102.41,Month-to-month,5,0
34.92,One year,2,0
62.88,Month-to-month,3,1
132.75,One year,2,0
85.99,Two year,2,0
69.55,One year,3,0
59.1,Month-to-month,3,1
97.22,Month-to-month,3,0
82.78,Month-to-month,2,0
119.41,Month-to-month,2,0
117.88,Month-to-month,3,0
41.95,Month-to-month,4,1
51.86,Month-to-month,0,0
108.86,One year,3,1
104.54,Month-to-month,4,0
78.03,One year,2,0
32.11,Month-to-month,0,0
53.49,Two year,0,0
35.82,Month-to-month,0,0
93.03,Month-to-month,1,0
93.66,One year,2,0
102.55,One year,1,0
66.23,One year,0,0
64.71,Month-to-month,2,0
34.46,One year,3,0
48.48,One year,2,0
60.32,Two year,2,0
71.09,Month-to-month,2,0
65.48,Month-to-month,2,0
62.92,One year,2,0
72.18,Month-to-month,3,1
97.78,One year,2,0
108.17,One year,2,1
42.55,Month-to-month,0,0
66.67,One year,1,0
99.74,Month-to-month,3,0
66.1,One year,1,0
125.42,One year,2,1
93.73,Month-to-month,3,0
10.0,Month-to-month,2,0
91.51,Month-to-month,2,0
108.41,Month-to-month,3,0
15.92,Month-to-month,1,1
59.46,Two year,2,0
93.71,Month-to-month,2,0
57.49,One year,0,0
48.77,Two year,6,1
35.87,Month-to-month,2,1
51.07,One year,0,0
63.34,Month-to-month,4,1
101.97,Month-to-month,2,0
122.8,Two year,1,0
93.1,Month-to-month,1,0
64.78,Month-to-month,2,1
81.17,Two year,1,1
100.07,Month-to-month,0,1
67.16,Month-to-month,0,1
39.72,Two year,0,0
62.06,Two year,4,0
51.44,Month-to-month,1,0
62.11,Month-to-month,4,0
13.48,One year,3,0
111.87,Month-to-month,7,0
82.29,Month-to-month,3,0
10.0,Month-to-month,2,0
66.61,One year,3,0
137.65,Month-to-month,2,1
55.13,Month-to-month,8,1
44.46,One year,3,0
95.31,Month-to-month,2,0
25.85,Month-to-month,3,0
87.43,Month-to-month,2,0
38.63,Month-to-month,5,1
59.01,Two year,1,0
107.78,One year,0,0
24.48,Two year,0,0
70.79,One year,1,1
83.94,Month-to-month,2,0
74.51,Month-to-month,1,1
62.27,Two year,2,0
72.23,Month-to-month,1,1
10.0,Month-to-month,1,1
111.94,One year,1,0
76.63,Month-to-month,0,0
96.65,One year,0,1
58.59,One year,4,0
66.43,One year,3,0
114.24,Month-to-month,2,0
35.03,Month-to-month,0,0
102.16,Month-to-month,2,0
97.78,Month-to-month,1,0
138.31,Month-to-month,2,0
67.8,Two year,1,0
61.06,One year,0,1
100.26,One year,6,0
39.75,Month-to-month,1,0
106.41,Month-to-month,4,1
46.42,Two year,4,0
71.65,Month-to-month,5,0
90.63,One year,1,0
83.86,One year,1,1
64.71,Month-to-month,3,0
75.18,Month-to-month,2,1
41.55,Two year,3,0
45.26,Month-to-month,2,0
61.63,Month-to-month,0,0
82.79,Two year,5,0
86.15,One year,0,0
96.59,One year,4,0
29.68,One year,3,0
100.6,Month-to-month,0,0
80.05,Month-to-month,3,0
77.34,Month-to-month,3,0
65.89,Month-to-month,1,0
79.35,Two year,2,0
19.5,Month-to-month,1,0
10.0,One year,2,0
71.96,Month-to-month,2,1
